NIF;NOMBRE DEL FONDO;NOMBRE DE LA GESTORA;DIRECCIÓN;POLÍTICA DE INVERSIÓN;VARIABILIDAD DEL CAPITAL;SUB FONDO;ISIN;CÓDIGO DE SUPERVISOR
V80416530;MUTUAFONDO HIGH YIELD, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;obligaciones;capital variable;No;ES0165238009;FI374
V80416530;MUTUAFONDO HIGH YIELD, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;obligaciones;capital variable;No;ES0165238033;FI374
V85575116;MUTUAFONDO INVERSION & COOPERACION, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;otros;capital variable;No;ES0165269004;FI4083
V81525545;MUTUAFONDO LP, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;obligaciones;capital variable;No;ES0165240005;FI711
V81525545;MUTUAFONDO LP, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;obligaciones;capital variable;No;ES0165240039;FI711
V86785052;MUTUAFONDO MIXTO FLEXIBLE, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;mixtos;capital variable;No;ES0131367007;FI4633
V86901154;MUTUAFONDO MIXTO SELECCION, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;mixtos;capital variable;No;ES0165183007;FI4682
V86901154;MUTUAFONDO MIXTO SELECCION, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;mixtos;capital variable;No;ES0165183015;FI4682
V87860672;MUTUAFONDO RENTA FIJA EMERGENTE, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;obligaciones;capital variable;No;ES0165146004;FI5181
V86685807;MUTUAFONDO RENTA FIJA ESPAÑOLA, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;obligaciones;capital variable;No;ES0165182009;FI4574
V86685807;MUTUAFONDO RENTA FIJA ESPAÑOLA, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;obligaciones;capital variable;No;ES0165182017;FI4574
V87727780;MUTUAFONDO RENTA FIJA FLEXIBLE,FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;obligaciones;capital variable;No;ES0131368005;FI5113
V87727780;MUTUAFONDO RENTA FIJA FLEXIBLE,FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;obligaciones;capital variable;No;ES0131368013;FI5113
V82471426;MUTUAFONDO TECNOLOGICO, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;participaciones;capital variable;No;ES0141222002;FI1962
V82471426;MUTUAFONDO TECNOLOGICO, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;participaciones;capital variable;No;ES0141222036;FI1962
V87426110;MUTUAFONDO UNNEFAR, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;mixtos;capital variable;No;ES0165184005;FI4937
V82112533;MUTUAFONDO VALORES, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;participaciones;capital variable;No;ES0165241003;FI1594
V82112533;MUTUAFONDO VALORES, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;participaciones;capital variable;No;ES0165241037;FI1594
V66608662;NAUTA TECH INVEST IV, FCR;NAUTA CAPITAL VC PARTNERS, SGEIC, S.A.;AVDA. DIAGONAL, 593 8ª, 08014, BARCELONA;otros;capital fijo;No;ES0165318009;FCR179
V71324149;NAVARRA TECH TRANSFER FCR;CLAVE MAYOR SGEIC, S.A.;EMILIO ARRIETA, 11 BIS 2º, 31002, PAMPLONA;otros;capital fijo;No;ES0165513005;FCR220
V80692411;NB ARIMA EQUITY, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;participaciones;capital variable;No;ES0133338030;FI454
V81052938;NB BEST MANAGERS, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;participaciones;capital variable;No;ES0115073035;FI544
V86954187;NB BOLSA INDICE 65, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0158762007;FI4718
V82253576;NB BOLSA SELECCION, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;participaciones;capital variable;No;ES0138517034;FI1786
V79064259;NB CAPITAL PLUS, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;obligaciones;capital variable;No;ES0125240004;FI3653
V79064259;NB CAPITAL PLUS, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;obligaciones;capital variable;No;ES0125240038;FI3653
V86205598;NB CESTA ACCIONES 2019, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0131423008;FI4361
V82771072;NB CESTA ACCIONES 2021, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0168621037;FI2222
V86265014;NB EURO/DOLAR 80, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0138367000;FI4386
V81541450;NB EUROPA 25, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0168656033;FI722
V86076023;NB EUROPA 50, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0158792004;FI4282
V86894524;NB EUROPA 70, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0133093007;FI4680
V80208531;NB FONDTESORO LARGO PLAZO, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;obligaciones;capital variable;No;ES0114911037;FI295
V81766214;NB GARANTIZADO EUROPA 100, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;obligaciones;capital variable;No;ES0158773038;FI1085
V86781622;NB GARANTIZADO EUROPA 70, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;obligaciones;capital variable;No;ES0158774002;FI4631
V80903941;NB GLOBAL FLEXIBLE 0-100, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0150036038;FI504
V85105583;NB GLOBAL FLEXIBLE 0-50, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0137942001;FI3825
V85773091;NB GLOBAL PATRIMONIO, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0131422000;FI4160
V82084120;NB PATRIMONIO, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;obligaciones;capital variable;No;ES0137765006;FI1536
V82084120;NB PATRIMONIO, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;obligaciones;capital variable;No;ES0137765030;FI1536
V81716953;NB PHARMAFUND, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;participaciones;capital variable;No;ES0169778034;FI972
V82791500;NB RENDIMIENTO 2018, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0168669036;FI2260
V82281775;NB RENTA FIJA LARGO, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;obligaciones;capital variable;No;ES0168662031;FI1777
V81762999;NB VALOR EUROPA, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;participaciones;capital variable;No;ES0114917034;FI1083
V78430568;NB 10, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;mixtos;capital variable;No;ES0138839032;FI53
V52559150;NEOCAPITAL, FCR-PYME;TORSA CAPITAL, SGEIC, S.A.;AVENIDA DE LA CONSTITUCIÓN 88 1º, 33207, GIJON;otros;capital fijo;No;ES0166103004;FCRPY13
V54349584;NEXT CAPITAL FUND I, FCR DE REGIMEN SIMPLIFICADO (EN LIQUIDACION);NEXT CAPITAL PARTNERS, SGEIC, S.A.;C/ DEPORTISTAS HERMANOS TORRES, 17, 03016, ALICANTE;otros;capital fijo;No;ES0166228009;FCR109
V88001391;NEXXUS IBERIA PRIVATE EQUITY FUND, FCR;NEXXUS IBERIA, SGEIC, S.A.;PASEO DE LA CASTELLANA, 15, 6º, 28046, MADRID;otros;capital fijo;No;ES0166200008;FCR223
V85435212;NMAS 1 PRIVATE EQUITY FUND II ERISA, FCR DE REGIMEN SIMPLIFICADO;ALANTRA CAPITAL PRIVADO, SGEIC, S.A.U.;CALLE PADILLA 17, 28006, MADRID;otros;capital fijo;No;ES0161563004;FCR100
V85435071;NMAS1 PRIVATE EQUITY FUND II NON-ERISA, FCR  DE REGIMEN SIMPLIFICADO;ALANTRA CAPITAL PRIVADO, SGEIC, S.A.U.;CALLE PADILLA 17, 28006, MADRID;otros;capital fijo;No;ES0166294001;FCR101
V87350047;NMAS1 PRIVATE EQUITY FUND III, FCR;ALANTRA CAPITAL PRIVADO, SGEIC, S.A.U.;CALLE PADILLA 17, 28006, MADRID;otros;capital fijo;No;ES0166084006;FCR175
V87786331;NORAY MODERADO, FI;ORIENTA CAPITAL SGIIC, S.A.;Calle Rodríguez Arias nº15, 6º, 48008, Bilbao;mixtos;capital variable;No;ES0166344004;FI5159
V61685194;NOVAFONDISA, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;mixtos;capital variable;No;ES0166453037;FI1508
V81925448;NR FONDO 1, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0166474033;FI1377
V82686775;NUCLEFON, FI;INVERSEGUROS GESTION, S.A., S.G.I.I.C.;FERNANFLOR, 4, 4ª PLANTA, 28014, MADRID;mixtos;capital variable;No;ES0166486037;FI2187
V86778511;OHANA EUROPE, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0167198003;FI4628
V84420439;OKAVANGO DELTA, FI;ABANTE ASESORES GESTION, SGIIC, S.A.;PLAZA DE LA INDEPENDENCIA, 6, 28001, MADRID;participaciones;capital variable;No;ES0167211004;FI3252
V84420439;OKAVANGO DELTA, FI;ABANTE ASESORES GESTION, SGIIC, S.A.;PLAZA DE LA INDEPENDENCIA, 6, 28001, MADRID;participaciones;capital variable;No;ES0167211038;FI3252
V86837531;OMEGA GLOBAL FUND, FI;OMEGA GESTION DE INVERSIONES, SGIIC, S.A.;PS. DE LA CASTELLANA 28, 28046, MADRID;otros;capital variable;No;ES0167388000;FI4654
V86837531;OMEGA GLOBAL FUND, FI;OMEGA GESTION DE INVERSIONES, SGIIC, S.A.;PS. DE LA CASTELLANA 28, 28046, MADRID;otros;capital variable;No;ES0167388018;FI4654
V86837531;OMEGA GLOBAL FUND, FI;OMEGA GESTION DE INVERSIONES, SGIIC, S.A.;PS. DE LA CASTELLANA 28, 28046, MADRID;otros;capital variable;No;ES0167388026;FI4654
V86837531;OMEGA GLOBAL FUND, FI;OMEGA GESTION DE INVERSIONES, SGIIC, S.A.;PS. DE LA CASTELLANA 28, 28046, MADRID;otros;capital variable;No;ES0167388034;FI4654
V87200101;OMEGA OPPORTUNITIES FUND, FI;OMEGA GESTION DE INVERSIONES, SGIIC, S.A.;PS. DE LA CASTELLANA 28, 28046, MADRID;otros;capital variable;No;ES0167399007;FI4857
V80283781;OPENBANK CORTO PLAZO, FI;SANTANDER ASSET MANAGEMENT, S.A., SGIIC;SERRANO 69, 28006, MADRID;obligaciones;capital variable;No;ES0178172039;FI315
V82041112;OPORTUNIDADES GLOBALES, FI;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;otros;capital variable;No;ES0173951031;FI1479
V85413664;OPTIMA RENTA FIJA FLEXIBLE, FI;ALLIANZ POPULAR ASSET MANAGEMENT, SGIIC, S.A.;C/ RAMIREZ DE ARELLANO Nº35, 28043, MADRID;otros;capital variable;No;ES0133462004;FI3991
V87480471;ORFEO, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;mixtos;capital variable;No;ES0167540006;FI4960
V66035858;PANDA AGRICULTURE & WATER FUND, FI;GESIURIS ASSET MANAGEMENT, SGIIC, S.A.;CASTELLO, 128, 9ª PLANTA, 28006, MADRID;participaciones;capital variable;No;ES0114633003;FI4599
V66745860;PARKING ROTACION CAPITAL, FCR;SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.;ISABEL COLBRAND, 22, 4ª PLANTA, 28050, MADRID;otros;capital fijo;No;ES0168271007;FCR188
V66745860;PARKING ROTACION CAPITAL, FCR;SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.;ISABEL COLBRAND, 22, 4ª PLANTA, 28050, MADRID;otros;capital fijo;No;ES0168271015;FCR188
V80852593;PATRIBOND, FI;PATRIVALOR, SGIIC, S.A.;PASEO DE LA CASTELLANA, 12 - 2º D, 28046, MADRID;mixtos;capital variable;No;ES0168745034;FI485
V86445277;PATRIMONIO GLOBAL, FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;mixtos;capital variable;No;ES0175807009;FI4471
V04852554;PATRIMONY FUND, FI;ESFERA CAPITAL GESTIÓN SGIIC, S.A.;C/ CHILLIDA 4, 4ª PLANTA, OFICINA 7, 04740, ROQUETAS DE MAR;otros;capital variable;No;ES0168791004;FI5104
V80852601;PATRISA, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;mixtos;capital variable;No;ES0168812032;FI484
V80380892;PATRIVAL, FI;PATRIVALOR, SGIIC, S.A.;PASEO DE LA CASTELLANA, 12 - 2º D, 28046, MADRID;otros;capital variable;No;ES0142404039;FI349
V82488875;PBP AHORRO CORTO PLAZO, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;obligaciones;capital variable;No;ES0147074001;FI1966
V82488875;PBP AHORRO CORTO PLAZO, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;obligaciones;capital variable;No;ES0147074035;FI1966
V87384350-1;PBP ALPES, FI/PBP ALPES/CONSERVADOR;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;mixtos;capital variable;No;ES0168703009;FI4908-1
V87384350-2;PBP ALPES, FI/PBP ALPES/DINAMICO;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;participaciones;capital variable;No;ES0168703025;FI4908-2
V87384350-3;PBP ALPES, FI/PBP ALPES/EQUILIBRADO;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;mixtos;capital variable;No;ES0168703017;FI4908-3
V82704966;PBP BIOGEN, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;participaciones;capital variable;No;ES0147032033;FI2205
V78880663;PBP BOLSA ESPAÑA, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;participaciones;capital variable;No;ES0115063002;FI136
V78880663;PBP BOLSA ESPAÑA, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;participaciones;capital variable;No;ES0115063036;FI136
V82176652;PBP BOLSA EUROPA, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;participaciones;capital variable;No;ES0147101002;FI1665
V82176652;PBP BOLSA EUROPA, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;participaciones;capital variable;No;ES0147101036;FI1665
V84295450;PBP BONOS FLOTANTES, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;obligaciones;capital variable;No;ES0168844001;FI3164
V84295450;PBP BONOS FLOTANTES, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;obligaciones;capital variable;No;ES0168844035;FI3164
V87206199-1;PBP CARTERA ACTIVA, FI/PBP CARTERA ACTIVA / ACTIVA 30;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;mixtos;capital variable;No;ES0157037005;FI4845-1
V87206199-1;PBP CARTERA ACTIVA, FI/PBP CARTERA ACTIVA / ACTIVA 30;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;mixtos;capital variable;No;ES0157037054;FI4845-1
V87206199-2;PBP CARTERA ACTIVA, FI/PBP CARTERA ACTIVA/ ACTIVA 50;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;mixtos;capital variable;No;ES0157037013;FI4845-2
V87206199-2;PBP CARTERA ACTIVA, FI/PBP CARTERA ACTIVA/ ACTIVA 50;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;mixtos;capital variable;No;ES0157037047;FI4845-2
V87206199-3;PBP CARTERA ACTIVA, FI/PBP CARTERA ACTIVA/ ACTIVA 70;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;mixtos;capital variable;No;ES0157037021;FI4845-3
V87206199-3;PBP CARTERA ACTIVA, FI/PBP CARTERA ACTIVA/ ACTIVA 70;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;mixtos;capital variable;No;ES0157037039;FI4845-3
V82350117;PBP DIVERSIFICACION GLOBAL, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;otros;capital variable;No;ES0147041000;FI1855
V82350117;PBP DIVERSIFICACION GLOBAL, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;otros;capital variable;No;ES0147041034;FI1855
V83119362;PBP ESTRATEGIAS, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;otros;capital variable;No;ES0147033031;FI2502
V83978262;PBP FONDOS DE AUTOR SELECCION GLOBAL, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;otros;capital variable;No;ES0168851006;FI2949
V83978262;PBP FONDOS DE AUTOR SELECCION GLOBAL, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;otros;capital variable;No;ES0168851030;FI2949
V81816746;PBP GESTION FLEXIBLE, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;otros;capital variable;No;ES0110158005;FI1163
V81816746;PBP GESTION FLEXIBLE, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;otros;capital variable;No;ES0110158039;FI1163
V84714310;PBP GRAN SELECCION, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;participaciones;capital variable;No;ES0168831008;FI3456
V84714310;PBP GRAN SELECCION, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;participaciones;capital variable;No;ES0168831032;FI3456
V83075739;PBP MERCADOS GLOBALES, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;otros;capital variable;No;ES0106097035;FI2518
V79459830;PBP RENTA FIJA FLEXIBLE, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;otros;capital variable;No;ES0147140000;FI188
V79459830;PBP RENTA FIJA FLEXIBLE, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;otros;capital variable;No;ES0147140034;FI188
V82694399;PBP RENTA MULTIACTIVO, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;otros;capital variable;No;ES0113321030;FI2179
V86588951;PENINSULA CAPITAL, FIL;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;alto riesgo;capital variable;No;ES0168992008;FIL46
V86025251;PENTA INVERSION, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0168997007;FI4783
V86025251;PENTA INVERSION, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0168997015;FI4783
V82185786;PENTATHLON, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0162858031;FI1731
V86417748;PHI FUND I, FCR DE REGIMEN SIMPLIFICADO;PHI ASSET MANAGEMENT PARTNERS, SGEIC, S.A.;GENERAL CASTAÑOS, 4, 2º IZQ., 28004, MADRID;otros;capital fijo;No;ES0169502004;FCR133
V87087193;PHI FUND II, FCR DE REGIMEN SIMPLIFICADO;PHI ASSET MANAGEMENT PARTNERS, SGEIC, S.A.;GENERAL CASTAÑOS, 4, 2º IZQ., 28004, MADRID;otros;capital fijo;No;ES0169714005;FCR165
V86364650;POLAR RENTA FIJA,FI;MUTUACTIVOS, S.A., S.G.I.I.C.;PASEO CASTELLANA 33, 28046, MADRID;obligaciones;capital variable;No;ES0182631004;FI4426
V87599924;POPULAR INCOME, FI;ALLIANZ POPULAR ASSET MANAGEMENT, SGIIC, S.A.;C/ RAMIREZ DE ARELLANO Nº35, 28043, MADRID;otros;capital variable;No;ES0170382008;FI5055
V85867034;POPULAR SELECCIÓN FI;ALLIANZ POPULAR ASSET MANAGEMENT, SGIIC, S.A.;C/ RAMIREZ DE ARELLANO Nº35, 28043, MADRID;otros;capital variable;No;ES0170417002;FI4187
V85867034;POPULAR SELECCIÓN FI;ALLIANZ POPULAR ASSET MANAGEMENT, SGIIC, S.A.;C/ RAMIREZ DE ARELLANO Nº35, 28043, MADRID;otros;capital variable;No;ES0170417010;FI4187
V87349627;PORTFOLIO DE ESTACIONAMIENTOS FCR;ALTAMAR PRIVATE EQUITY, S.G.I.I.C., S.A.;Pº CASTELLANA, 91, 28046, MADRID;otros;capital fijo;No;ES0170556007;FCR176
V87814562;PORTOBELLO CAPITAL FONDO IV, FCR;PORTOBELLO CAPITAL GESTION, SGEIC, S.A.;ALMAGRO, 36, PISO 2º, 28010, MADRID;otros;capital fijo;No;ES0170481008;FCR213
V84704691;PORTOBELLO CAPITAL FUND II, FCR DE REGIMEN SIMPLIFICADO;PORTOBELLO CAPITAL GESTION, SGEIC, S.A.;ALMAGRO, 36, PISO 2º, 28010, MADRID;otros;capital fijo;No;ES0147557039;FCR58
V87037529;PORTOBELLO FONDO III, FCR DE REGIMEN SIMPLIFICADO;PORTOBELLO CAPITAL GESTION, SGEIC, S.A.;ALMAGRO, 36, PISO 2º, 28010, MADRID;otros;capital fijo;No;ES0170501003;FCR163
V87326922;PORTOBELLO SECONDARY FUND I, FCR;PORTOBELLO CAPITAL GESTION, SGEIC, S.A.;ALMAGRO, 36, PISO 2º, 28010, MADRID;otros;capital fijo;No;ES0170502001;FCR174
V87707139;PRESEA TALENTO SELECCION, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0170684007;FI5108
V82780073;PRINCIPIUM,FI;UBS GESTION, S.G.I.I.C., S.A.;C/ MARIA DE MOLINA, Nº 4, 28006, MADRID;otros;capital variable;No;ES0178016004;FI2296
V82780073;PRINCIPIUM,FI;UBS GESTION, S.G.I.I.C., S.A.;C/ MARIA DE MOLINA, Nº 4, 28006, MADRID;otros;capital variable;No;ES0178016038;FI2296
V87267654;PRISMA, FIL;OMEGA GESTION DE INVERSIONES, SGIIC, S.A.;PS. DE LA CASTELLANA 28, 28046, MADRID;alto riesgo;capital variable;No;ES0170814000;FIL56
V87267654;PRISMA, FIL;OMEGA GESTION DE INVERSIONES, SGIIC, S.A.;PS. DE LA CASTELLANA 28, 28046, MADRID;alto riesgo;capital variable;No;ES0170814018;FIL56
V87267654;PRISMA, FIL;OMEGA GESTION DE INVERSIONES, SGIIC, S.A.;PS. DE LA CASTELLANA 28, 28046, MADRID;alto riesgo;capital variable;No;ES0170814026;FIL56
V97500177;PRIVARY F1 DISCRECIONAL, FI;GESIURIS ASSET MANAGEMENT, SGIIC, S.A.;CASTELLO, 128, 9ª PLANTA, 28006, MADRID;otros;capital variable;No;ES0170900031;FI3016
V85422681;PROA CAPITAL IBERIAN BUYOUT FUND I ESPAÑA, FCR;PROA CAPITAL DE INVERSIONES SGEIC, S.A.;FORTUNY, 5, 4º B, 28010, MADRID;otros;capital fijo;No;ES0158328007;FCR96
V85422715;PROA CAPITAL IBERIAN BUYOUT FUND I EUROPA, FCR;PROA CAPITAL DE INVERSIONES SGEIC, S.A.;FORTUNY, 5, 4º B, 28010, MADRID;otros;capital fijo;No;ES0141581001;FCR94
V85422749;PROA CAPITAL IBERIAN BUYOUT FUND I USA, FCR;PROA CAPITAL DE INVERSIONES SGEIC, S.A.;FORTUNY, 5, 4º B, 28010, MADRID;otros;capital fijo;No;ES0170889002;FCR95
